state_code_str,state_abbrev,county_code_str,tract_str,geoid_tract_20_clean,zip_code_clean,redfin_table_id,redfin_tableid_zip,region_type,parent_metro_region,redfin_county_name,redfin_table_id_county,census_city_long,redfin_city,redfin_table_id_city,intptlat,intptlon
32,NV,3,526,32003000526,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1845885,-115.1027620
32,NV,3,3500,32003003500,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1993503,-115.1585536
32,NV,3,3615,32003003615,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2396345,-115.1255528
32,NV,3,3617,32003003617,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2104079,-115.1564510
32,NV,3,3626,32003003626,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2446091,-115.1130517
32,NV,3,3642,32003003642,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2250523,-115.1431647
32,NV,3,3644,32003003644,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2212629,-115.1614048
32,NV,3,3700,32003003700,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2077169,-115.1414214
32,NV,3,3800,32003003800,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1964004,-115.1304242
32,NV,3,4000,32003004000,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1910182,-115.1230878
32,NV,3,4100,32003004100,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1920889,-115.1072074
32,NV,3,4200,32003004200,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2041354,-115.1024850
